frequency_ghz,real,imag,magnitude
6.0,-0.00654062908142803,0.20099222660064697,0.20109862004167667
6.018,-0.0026101857109271692,0.20540427083164692,0.20542085469914217
6.036,0.0015397089424803066,0.20982022350729246,0.20982587279999032
6.054,0.005915985256944262,0.2142323168939198,0.21431398573890892
6.072,0.010525477300627148,0.21863216636502075,0.21888538060333798
6.09,0.015374882580928955,0.22301074763334128,0.223540109542693
6.108,0.02047071800158587,0.22735837559081862,0.22827807876972375
6.126,0.025819271924857574,0.23166468517487418,0.23309903723504158
6.144,0.03142655226951215,0.23591861471928038,0.23800256502528
6.162,0.03729823061590548,0.2401083922869531,0.2429880615456295
6.18,0.043439582337652084,0.24422152551959117,0.2480547335585152
6.198,0.04985542283568644,0.24824479557401563,0.25320158316193425
6.216,0.05655004001522631,0.25216425574604995,0.25842739580331453
6.234,0.06352712321949888,0.2559652354083868,0.26373072843757944
6.252,0.07078968891601738,0.2596323499074844,0.2691098979512068
6.27,0.07834000352150237,0.2631495170743905,0.2745629699872762
6.288,0.08617950384962507,0.2664999810036026,0.28008774831950095
6.306,0.09430871577075767,0.26966634374072,0.2856817649357721
6.324,0.10272717178356768,0.272630605491721,0.29134227100342486
6.342,0.11143332831286629,0.27537421392228323,0.2970662288988744
6.36,0.120424483664503,0.2778781230528442,0.30285030549305014
6.378,0.1296966976836137,0.28012286217243393,0.3086908668906664
6.396,0.13924471427410434,0.28208861509044536,0.31458397482535944
6.414,0.1490618880412834,0.28375530991953973,0.32052538491352933
6.432,0.15914011641210324,0.28510271943455673,0.3265105469669201
6.45,0.16946977866417115,0.2861105718819168,0.33253460755698894
6.468,0.18003968335102108,0.28675867192278504,0.3385924150125862
6.486,0.19083702564239444,0.2870270311832428,0.3446785270159749
6.504,0.20184735609995183,0.28689600765892265,0.35078722094051457
6.522,0.2130545623765412,0.28634645298409206,0.3569125070462372
6.54,0.22444086525713805,0.2853598663311274,0.36304814461706275
6.558,0.23598683034878273,0.2839185534618124,0.36918766108567763
6.576,0.24767139657317425,0.2820057892139708,0.37532437414948294
6.594,0.2594719224183109,0.27960598148333893,0.3814514168340645
6.612,0.2713642506652574,0.27670483455963296,0.38756176541009624
6.63,0.2833227920251546,0.2732895095059482,0.39364827001643327
6.648,0.29532062780396,0.26934877914042327,0.39970368778754295
6.666,0.30732963136409785,0.2648731750963702,0.4057207182287154
6.684,0.31932060778078936,0.25985512440889563,0.41169204052915004
6.702,0.33126345070569546,0.2542890731080485,0.4176103524526124
6.72,0.3431273150622903,0.24817159439475744,0.42346841039951516
6.7379999999999995,0.35488080381788506,0.24150147913809866,0.42925907019458276
6.756,0.3664921667187483,0.23427980666034176,0.43497532812219347
6.774,0.37792950854979857,0.22650999406677622,0.4406103617084184
6.792,0.38916100420088034,0.21819782272492427,0.4461575697357774
6.81,0.40015511759854655,0.20935144089440075,0.4516106109746187
6.828,0.41088082140500914,0.19998134194398837,0.4569634411243129
6.846,0.42130781430158426,0.19010031805427077,0.4622103474781943
6.864,0.43140673266731905,0.17972338977866642,0.467345980858107
6.882,0.44114935353633866,0.16886771230846329,0.4723653844068418
6.9,0.450508785868693,0.15755245974363555,0.47726401887860115
6.918,0.45945964739493245,0.1457986890966091,0.48203778412751563
6.936,0.46797822458739047,0.13362918613746697,0.48668303656047834
6.954,0.47604261366165795,0.12106829551495983,0.49119660239126267
6.9719999999999995,0.4836328409085364,0.10814173784871546,0.49557578660604673
6.99,0.4907309610867079,0.09487641667766261,0.49981837762399
7.008,0.4973211330555667,0.08130021826396717,0.5039226477083971
7.026,0.5033896722818839,0.06744180728977923,0.5078873492523457
7.044,0.5089250802993771,0.053330421447755315,0.5117117071257239
7.061999999999999,0.5139180516240339,0.03899566782005771,0.515395407327011
7.08,0.518361459018731,0.024467323771214813,0.5189385822316096
7.098,0.5222503183488563,0.009775144856435467,0.5223417927683425
7.116,0.5255817345688709,-0.005051318021319455,0.5256060078863022
7.134,0.5283548306229784,-0.01998289027412254,0.5287325816954577
7.152,0.5305706612285441,-0.034990932504850726,0.5317232286763985
7.17,0.5322321136380758,-0.050047485325169845,0.5345799973577637
7.188,0.5333437975459366,-0.06512539918231026,0.5373052428549123
7.2059999999999995,0.533911926322763,-0.080198448590492,0.5399015986510924
7.224,0.5339441917284574,-0.09524143047585006,0.5423719479837078
7.242,0.5334496341795009,-0.11023024663370908,0.5447193951744068
7.26,0.5324385105345659,-0.12514197055884507,0.5469472372136255
7.278,0.5309221612210739,-0.13995489913915599,0.5490589358791161
7.295999999999999,0.528912878361326,-0.1546485898987728,0.5510580906348638
7.314,0.5264237763770447,-0.16920388463708172,0.5529484125226761
7.332,0.5234686663619375,-0.18360292043570398,0.55473369922447
7.35,0.520061935319125,-0.19782912909747388,0.5564178114396939
7.368,0.5162184311690434,-0.21186722614196946,0.5580046506900466
7.386,0.5119533542480965,-0.22570319051386686,0.5594981386332003
7.404,0.5072821558424528,-0.23932423616653942,0.5609021979390562
7.422,0.5022204441377214,-0.2527187766671657,0.5622207347564112
7.4399999999999995,0.4967838978157247,-0.2658763839348006,0.5634576227749785
7.458,0.4909881873956062,-0.2787877421727422,0.5646166888675876
7.476,0.484848904298686,-0.2914445979944828,0.5657017002801052
7.494,0.47838149751493564,-0.30383970767165946,0.5667163533220405
7.512,0.4716012176634617,-0.31596678235554243,0.5676642634989228
7.529999999999999,0.4645230681691865,-0.3278204320432347,0.5685489570180634
7.548,0.4571617632221845,-0.339396108978091,0.5693738635921787
7.566,0.4495316921436468,-0.35069005109273715,0.5701423104602543
7.584,0.44164688975199606,-0.36169922602398963,0.570857517541781
7.602,0.4335210123029353,-0.3724212761531665,0.5715225936388822
7.62,0.42516731856681783,-0.38285446505362575,0.5721405336006146
7.638,0.4165986556043741,-0.3929976256605924,0.5727142163647022
7.656,0.4078274488062489,-0.40285011041677016,0.5732464037938811
7.6739999999999995,0.3988656957718147,-0.41241174359126087,0.5737397402268015
7.692,0.3897249636171878,-0.42168277591886705,0.5741967526667665
7.71,0.3804163893203719,-0.43066384166199884,0.5746198515354477
7.728,0.37095068273201054,-0.43935591815790437,0.575011331922876
7.7459999999999996,0.3613381319026453,-0.4477602878795862,0.5753733752694014
7.763999999999999,0.3515886104009157,-0.45587850300926286,0.5757080514198263
7.782,0.34171158632126974,-0.4637123524982202,0.5760173209944578
7.8,0.33171613270399597,-0.4712638315660157,0.5763030380263295
7.818,0.32161093911430216,-0.478535113574894,0.5765669528182482
7.836,0.31140432415053115,-0.48552852420152176,0.5768107149775885
7.854,0.301104248674063,-0.4922465178174387,0.577035876590846
7.872,0.2907183295749103,-0.4986916559815618,0.577243895503849
7.89,0.2802538539073027,-0.50486658794232,0.577436138677184
7.9079999999999995,0.26971779324857714,-0.5107740330432887,0.5776138855898365
7.926,0.2591168181524212,-0.516416764924154,0.5777783316672267
7.944,0.2484573125839238,-0.5217975974082943,0.5779305917127887
7.962,0.23774538823897026,-0.5269193719689105,0.5780717033249506
7.9799999999999995,0.22698689866433436,-0.5317849466672835,0.5782026302838637
7.997999999999999,0.2161874531073627,-0.5363971864592164,0.5783242658944993
8.016,0.20535243003551587,-0.5407589547687961,0.5784374362747732
8.033999999999999,0.19448699027626803,-0.5448731062322238,0.578542903579219
8.052,0.18359608973701902,-0.5487424805184271,0.5786413691503917
8.07,0.17268449167288696,-0.5523698971373667,0.5787334765916591
8.088,0.16175677847745898,-0.5557581511513716,0.5788198147563683
8.106,0.15081736297802545,-0.5589100097092821,0.5789009206495316
8.123999999999999,0.13987049922245312,-0.5618282093276972,0.5789772822392126
8.142,0.1289202927497409,-0.5645154538480931,0.5790493411756873
8.16,0.11797071034064222,-0.5669744130029567,0.5791174954172279
8.178,0.10702558924837485,-0.5692077215283995,0.579182101762057
8.196,0.09608864591266628,-0.5712179787648433,0.5792434782865687
8.214,0.08516348416305962,-0.5730077486913987,0.5793019066904379
8.232,0.07425360291972771,-0.5745795603433724,0.579357634549631
8.25,0.0633624034019093,-0.575935908566022,0.5794108774786986
8.268,0.052493195855756264,-0.5770792550611333,0.5794618212040059
8.286,0.04164920581459576,-0.5780120296863007,0.5795106235497876
8.304,0.03083357990572003,-0.5787366319699108,0.579557416339122
8.322,0.020049391218634006,-0.5792554328077217,0.5796023072120218
8.34,0.009299644250288936,-0.5795707763097353,0.5796453813629944
8.358,-0.0014127205566470385,-0.5796849817685763,0.5796867032004493
8.376,-0.012084822666161281,-0.5796003457230677,0.5797263179304285
8.394,-0.022713837675367412,-0.5793191440928995,0.5797642530671174
8.411999999999999,-0.033296993898427496,-0.5788436343624171,0.5798005198726227
8.43,-0.04383156929133254,-0.578176057793517,0.5798351147284831
8.448,-0.05431488870094037,-0.5773186416494608,0.5798680204413535
8.466,-0.06474432142190786,-0.5762736014131278,0.5798992074852661
8.484,-0.07511727904525912,-0.5750431429848065,0.5799286351828197
8.501999999999999,-0.08543121358263032,-0.5736294648461043,0.5799562528275982
8.52,-0.09568361585049476,-0.5720347601779209,0.5799820007500547
8.538,-0.10587201409895072,-0.570261218921718,0.5800058113290348
8.556,-0.11599397287002783,-0.5683110297744927,0.5800276099510411
8.574,-0.12604709207078618,-0.5661863821089728,0.5800473159192696
8.591999999999999,-0.13602900624684838,-0.5638894678115814,0.5800648433143778
8.61,-0.14593738404241874,-0.5614224830316754,0.5800801018088764
8.628,-0.15576992783315496,-0.5587876298364544,0.5800929974369529
8.646,-0.16552437351875,-0.5559871177667599,0.5801034333214755
8.664,-0.17519849046237973,-0.5530231652897754,0.5801113103598471
8.682,-0.184790081564642,-0.5498980011453493,0.5801165278703215
8.7,-0.1942969834599777,-0.5466138655833365,0.5801189842003145
8.718,-0.20371706682399043,-0.5431730114899911,0.58011857729819
8.736,-0.21304823678045282,-0.5395777054020208,0.5801152052499312
8.754,-0.22228843339723386,-0.5358302284074739,0.5801087667820597
8.772,-0.23143563226074065,-0.5319328769331239,0.5800991617320944
8.79,-0.24048784511888602,-0.5278879634185111,0.5800862914877998
8.808,-0.24944312058300383,-0.5236978168772395,0.5800700593964264
8.826,-0.2582995448794926,-0.5193647833465267,0.5800503711450735
8.844,-0.2670552426424142,-0.5148912262264158,0.5800271351132986
8.862,-0.27570837773862017,-0.5102795265103945,0.5800002626990216
8.879999999999999,-0.2842571541173817,-0.5055320829095107,0.5799696686187488
8.898,-0.2926998166769051,-0.5006513118723604,0.5799352711830945
8.916,-0.30103465214047387,-0.4956396475036407,0.579896992548564
8.934,-0.30925998993533993,-0.49049954138417956,0.5798547589464943
8.952,-0.31737420306790187,-0.4852334622956154,0.5798085008900579
8.969999999999999,-0.325375708989011,-0.4798438958531068,0.5797581533601652
8.988,-0.3332629704437143,-0.4743333440496478,0.5797036559711259
9.006,-0.34103449629999627,-0.4687043247157352,0.5796449531168416
