frequency_ghz,real,imag,magnitude
6.0,-1.5861414681501485e-05,0.0004435194999291183,0.00044380303209089694
6.018,-7.116022115805436e-06,0.0004528650532612335,0.0004529209580446157
6.036,2.07694797069961e-06,0.00046221102531792286,0.00046221569168335093
6.054,1.1731317730222739e-05,0.0004715421811931832,0.00047168808810495974
6.072,2.1860758268971837e-05,0.0004808420781686657,0.00048133875481790956
6.09,3.2478713894447995e-05,0.0004900930177440408,0.000491168029189297
6.108,4.359831883024433e-05,0.0004992760002734725,0.0005011759549837763
6.126,5.52323061307699e-05,0.0005083706829976597,0.0005113622580637234
6.144,6.739290858480832e-05,0.0005173553423440677,0.0005217263213404781
6.162,8.009175146705951e-05,0.0005262068414516446,0.0005322671590879691
6.18,9.333973708206655e-05,0.000534900603958885,0.0005429833907534642
6.198,0.00010714692114650615,0.0005434105951735035,0.0005538732144254648
6.216,0.00012152238117455041,0.0005517093118158426,0.0005649343801457328
6.234,0.000136474077167874,0.0005597677815937608,0.0005761641632809378
6.252,0.0001520087050671622,0.0005675555739209437,0.0005875593381990684
6.27,0.0001681315435957569,0.0005750408231299034,0.0005991161525262098
6.288,0.0001848462953178914,0.0005821902655515824,0.0006108303022900641
6.306,0.00020215492294251228,0.0005889692918313488,0.0006226969082870201
6.324,0.0002200574821273487,0.0005953420158221036,0.0006347104940390968
6.342,0.0002385519522735461,0.0006012713613347143,0.0006468649657345966
6.36,0.00025763406704557,0.0006067191679300174,0.0006591535945712
6.378,0.00027729714659923907,0.0006116463168010295,0.0006715690019412341
6.396,0.0002975319337470224,0.000616012877615274,0.0006841031479149128
6.414,0.000318326436527382,0.0006197782769624488,0.0006967473234873338
6.432,0.0003396657798660155,0.0006229014887800257,0.0007094921470575704
6.45,0.00036153206921276873,0.0006253412468082935,0.0007223275656023499
6.468,0.00038390426919903775,0.0006270562787573473,0.0007352428609910192
6.486,0.00040675810047678543,0.0006280055614544935,0.00074822666186207
6.504,0.0004300659579614607,0.000628148595785859,0.000761266961443261
6.522,0.00045379685369713107,0.0006274456997574961,0.000774351141646727
6.54,0.00047791638748345477,0.0006258583174881282,0.0007874660037070212
6.558,0.0005023867482424482,0.0006233493414192187,0.0008005978055536967
6.576,0.0005271667488516646,0.0006198834445019928,0.0008137323060211444
6.594,0.0005522118968250755,0.0006154274186111346,0.0008268548158978773
6.612,0.0005774745027820127,0.0006099505149583787,0.000839950255706446
6.63,0.0006029038281098622,0.0006034247818547164,0.0008530032199856799
6.648,0.0006284462726032039,0.0005958253948163663,0.0008659980477212054
6.666,0.000654045602160454,0.000587130973745637,0.000878918898441108
6.684,0.0006796432158522003,0.0005773238817608881,0.0008917498333643693
6.702,0.0007051784508612318,0.000566390500215139,0.0009044749008640328
6.72,0.0007305889229537141,0.0005543214745428178,0.000917078225388648
6.7379999999999995,0.0007558108992986843,0.0005411119258167015,0.0009295440988784477
6.756,0.0007807796996354077,0.0005267616232857423,0.0009418570736207207
6.774,0.0008054301210230429,0.000511275113697125,0.0009540020554156064
6.792,0.0008296968807222873,0.0004946618038746839,0.0009659643958722545
6.81,0.0008535150711806797,0.00047693599381714045,0.0009777299826285908
6.828,0.0008768206206459869,0.00045811685847411786,0.000989285326287724
6.846,0.0008995507526354478,0.00043822837733131635,0.001000617642891349
6.864,0.0009216444373575817,0.0004172992119600368,0.0010117149308054324
6.882,0.000943042828226652,0.0003953625327290815,0.0010225660409751913
6.9,0.0009636896768301147,0.00037245579690573714,0.0010331607396129698
6.918,0.0009835317201018177,0.00034862048135404685,0.0010434897625113376
6.936,0.001002519034007204,0.0003239017739410992,0.001053544860321063
6.954,0.0010206053487434102,0.00029834822855695297,0.0010633188342951184
6.9719999999999995,0.0010377483212741516,0.00027201138931652813,0.0010728055621710897
